filename,requirement,label
AI01_SRS_DOC.pdf,"The system should be able to connect to the headset via headset software and then visualize the
brain signals on the computer.",Functional
AI01_SRS_DOC.pdf,The system shall generate a detailed report of every game for each patient.,Functional
AI01_SRS_DOC.pdf,The system shall adapt the model when having continues miss classification with a patient.,Functional
AI01_SRS_DOC.pdf,"The system shall perform feature extraction techniques to extract Motor imagery signals
from the preprocessed data.",Functional
AI01_SRS_DOC.pdf,"The admin shall be able to add/edit/delete/view doctors into the system and view patients
assigned to each Doctor.",Functional
AI01_SRS_DOC.pdf,The admin shall assign a patient to a doctor for constant supervission.,Functional
AI01_SRS_DOC.pdf,"The system should go through 6 main steps as illustrated in figure1 :
Figure 6: System Overview
8
3.",Functional
AI01_SRS_DOC.pdf,The system shall create the game environment for the patients to play.,Functional
AI01_SRS_DOC.pdf,"The admin shall be able to view the comments posted from the doctors to the patients for
monitoring.",Functional
AI01_SRS_DOC.pdf,"The application shall be built to be easy to maintain and allow ease of addition or removal of
features by following the SOLID Principles (Single Responsibility Principle (SRP), Open/Closed
Principle, Liskov Substitution Principle (LSP), Interface Segregation Principle (ISP), and Depen-
dency Inversion Principle (DIP)).",Functional
AI01_SRS_DOC.pdf,"The system shall give a feedback to the robotic arms giving instruction to which arm should
be moved.",Functional
AI01_SRS_DOC.pdf,"The system shall provide an easy to understand UI (User Interface) and a satisfactory UX (User
Experience).",Functional
AI01_SRS_DOC.pdf,The system shall give a classification result using classification algorithms.,Functional
AI01_SRS_DOC.pdf,The admin shall be able to add/edit/delete/view patients into the system.,Functional
AI01_SRS_DOC.pdf,3 Scalability,Non-Functional
AI01_SRS_DOC.pdf,"1 Academic
Suleman Rasheed and Wajid Mumtaz [2] proposed a BCI-based system that evaluates and com-
pares the performance of some feature extraction techniques for motor imagery tasks in EEG-based
4
brain controlled prosthetics, both within-subject and cross-subject classification",Non-Functional
AI01_SRS_DOC.pdf,"It is used due to its robustness and ability to
handle high-dimensional data",Non-Functional
AI01_SRS_DOC.pdf,"1 Reliability
The game session shall be stable and smoothly functional, where it shall not crash while running
and interrupt the rehabilitation session",Non-Functional
AI01_SRS_DOC.pdf,"They helped in
solving the issue by comparing the efficiency of deep learning, spatial pattern-based techniques
(filter bank common spatial patterns and common spatial patterns), and feature extractors such as
wavelet transform and power spectral density techniques (EEGNet)",Non-Functional
AI01_SRS_DOC.pdf,"4 Security
All passwords shall be hashed, admin privileges shall only be accessible from admin accounts, and
doctor privileges shall only be accessible from doctor accounts",Non-Functional
AI01_SRS_DOC.pdf,"Normal: Post-game, the patient eagerly reviews their performance score, gaining insights
into their progress and achievements",Non-Functional
AI01_SRS_DOC.pdf,1 Reliability,Non-Functional
AI01_SRS_DOC.pdf,"Regard-
ing the statistics of their results, all subjects achieved 100% accuracy in reaching their goal due to
the low activation threshold and in the real-time performance of 3-class trials, the highest achieved
goal accuracy was 87%",Non-Functional
AI01_SRS_DOC.pdf,The patient shall be able to view his score that is calculated according to his performance,Non-Functional
AI01_SRS_DOC.pdf,The system,Non-Functional
AI01_SRS_DOC.pdf,5 Usability,Non-Functional
AI01_SRS_DOC.pdf,The application,Non-Functional
AI01_SRS_DOC.pdf,"1 Standards Compliance
• The system must adhere to industry standards, ensuring compatibility and readability",Non-Functional
AI01_SRS_DOC.pdf,"2 Maintainability
The application shall be built to be easy to maintain and allow ease of addition or removal of
features by following the SOLID Principles (Single Responsibility Principle (SRP), Open/Closed
Principle, Liskov Substitution Principle (LSP), Interface Segregation Principle (ISP), and Depen-
dency Inversion Principle (DIP))",Non-Functional
AI01_SRS_DOC.pdf,"5 Usability
The system shall provide an easy to understand UI (User Interface) and a satisfactory UX (User
Experience)",Non-Functional
AI01_SRS_DOC.pdf,4 Security,Non-Functional
AI01_SRS_DOC.pdf,"Initial assumption: The patient has successfully completed a gaming session and is eager
to assess their performance",Non-Functional
AI01_SRS_DOC.pdf,"The first six individuals performed much better
with moving window CSP and PSD based approaches; however, subjects 7 and 8 showed very
poor performance compared to other algorithms",Non-Functional
AI01_SRS_DOC.pdf,"2 Hardware Limitations
• The EEG Hardware number of channels might affect the system performance(Using headsets
of more or less channels than the international 20-30 placement standard)",Non-Functional
AI01_SRS_DOC.pdf,2 Maintainability,Non-Functional
AI01_SRS_DOC.pdf,"3 Scalability
The application shall have the ability to extend any future functionality additions without greatly
affecting the performance by applying the Dependency Injection principle leading to loosely cou-
pled application",Non-Functional
AI02_SRS_DOC.pdf,"The system will also be gating the
usage of the national grid where the system only allows it when demand cannot be met by the
smart grid.",Functional
AI02_SRS_DOC.pdf,"The system should implement a compatible and abstract interface so that
it can be virtually tested in a simulated environment.",Functional
AI02_SRS_DOC.pdf,"The system should give the user controls over constraints of the automatic
trading.",Functional
AI02_SRS_DOC.pdf,"The system should provide the user with easy access to the current grid
state and the historic trading data.",Functional
AI02_SRS_DOC.pdf,The system must be efficient with processing.,Functional
AI02_SRS_DOC.pdf,"The system will be listening to inputs of energy generation from the renewable energy source
of the unit and energy demand from the connected appliances.",Functional
AI02_SRS_DOC.pdf,The system must detect surplus or deficit in a smart meter’s energy supply.,Functional
AI02_SRS_DOC.pdf,The system must comply with relevant energy regulations and data privacy laws.,Functional
AI02_SRS_DOC.pdf,"The system must validate transactions using smart contracts to ensure both
parties have sufficient funds.",Functional
AI02_SRS_DOC.pdf,The system should consider the environmental impact of energy trading activities.,Functional
AI02_SRS_DOC.pdf,"The system must choose the optimum energy trade when deficit is de-
tected.",Functional
AI02_SRS_DOC.pdf,"The system should initiate energy transfer using a smart contract after
trade approval.",Functional
AI02_SRS_DOC.pdf,"The system must handle multiple parallel queries for energy trade opti-
mization.",Functional
AI02_SRS_DOC.pdf,The system will fall back to the national grid to fulfill the demand.,Functional
AI02_SRS_DOC.pdf,"The system should set a dynamic price for surplus energy based on grid
supply and demand.",Functional
AI02_SRS_DOC.pdf,The system must tokenize surplus energy into tradable energy tokens.,Functional
AI02_SRS_DOC.pdf,"The system must log completed transactions on the blockchain as an im-
mutable record.",Functional
AI02_SRS_DOC.pdf,"Transparent and Secure Transactions: Ensure transparency and security in energy trans-
actions by recording them on a blockchain, allowing participants to verify and validate each
trade",Non-Functional
AI02_SRS_DOC.pdf,"Getting more users to participate in the market and trade
energy helps introduce variety and availability in the market as well as more demand",Non-Functional
AI02_SRS_DOC.pdf,"Transfer Efficiency: Different factors affect the transfer efficiency between any two meters, such
as proximity, the state of the electricity lines connecting the meters, and weather conditions",Non-Functional
AI02_SRS_DOC.pdf,"2 Usability Requirements
The user interface and overall user experience should meet usability standards",Non-Functional
AI02_SRS_DOC.pdf,"• Communication Interfaces: Compatibility with existing communication interfaces on smart
meters is crucial for seamless integration",Non-Functional
AI02_SRS_DOC.pdf,"x∈[0,∞]
Transfer Efficiency SoftBetter transfer efficiency to the grid is
preferred",Non-Functional
AI02_SRS_DOC.pdf,•eis the transfer efficiency,Non-Functional
AI02_SRS_DOC.pdf,"This inefficiency hampers the reliability and widespread adoption of renewable energy
solutions",Non-Functional
AI02_SRS_DOC.pdf,"Transaction duration is a key feature as it may correlate with the efficiency,
reliability, and overall effectiveness of the energy exchange process",Non-Functional
AI02_SRS_DOC.pdf,"1 Security Requirements
Ensuring the security of the system is paramount",Non-Functional
AI02_SRS_DOC.pdf,"2 Business Applications
Piclo Flex , owned by Piclo, is an independent marketplace for energy flexibility services, enabling
system operators (such as National Grid ESO, UKPN and a growing number internationally) to
source energy from flexible service providers during times of high demand or low supply",Non-Functional
AI02_SRS_DOC.pdf,The system,Non-Functional
AI02_SRS_DOC.pdf,"2
FR-12 The optimization algorithm must consider factors like surplus availability,
trade surplus, transfer efficiency, transaction duration, transaction quality,
and market participation",Non-Functional
AI02_SRS_DOC.pdf,"1
FR-03 The system must record all transactions on the blockchain for trans-
parency and security",Non-Functional
AI02_SRS_DOC.pdf,1 Security Requirements,Non-Functional
AI02_SRS_DOC.pdf,"x∈Z∗
Table 3: Constraints of the optimization problem
Surplus Availability: The amount of energy each meter has available to transfer, ideally, the entire
amount of energy needed should be fulfilled from a single meter, failing that, the minimum number
of meters should be used",Non-Functional
AI02_SRS_DOC.pdf,"This gives
plenty of users more options for more accessible renewable energy and better grid efficiency",Non-Functional
AI02_SRS_DOC.pdf,"The system proposed in this paper creates a suitable platform for
an energy market oriented towards profit rather than grid efficiency",Non-Functional
AI02_SRS_DOC.pdf,2 Usability Requirements,Non-Functional
AI02_SRS_DOC.pdf,"There is a solution to increase reliability and maximize the utilization of
renewable energy by automatically trading generated energy between Prosumers on the same
grid",Non-Functional
AI02_SRS_DOC.pdf,"15
Figure 4: Activity Diagram of how the trading process works
16
Figure 5: The structure of the system environment with running system instances
Trades are recorded transparently on the blockchain for security",Non-Functional
AI02_SRS_DOC.pdf,"3 Functional Requirement FR-03
To ensure transparency and security, all energy transactions, including token transfers and trades,
must be recorded on the blockchain",Non-Functional
AI02_SRS_DOC.pdf,"The optimization follows the constraints
defined in table 3:
Constraint Type DescriptionValue
Type
Surplus Availability HardThe chosen prosumer MUST have
enough surplus to sell",Non-Functional
AI02_SRS_DOC.pdf,"3 Record Keeping (Blockchain) Scenario
Scenario Description
To ensure transparency and security, all energy trading transactions are recorded on the blockchain",Non-Functional
AI02_SRS_DOC.pdf,"1 Standards Compliance
The system must adhere to the standard meter’s expected behavior when it comes to inputs and
outputs to ensure interoperability and compatibility with existing infrastructure",Non-Functional
AI02_SRS_DOC.pdf,"Objective Function: The goal of the optimization problem is to maximize the objective function
where the parameters for the objective function are:
•ais the surplus availability",Non-Functional
AI02_SRS_DOC.pdf,"3 Record keeping (blockchain)
To ensure transparency, security, and immutability of transactions within the energy trading system,
a blockchain technology will be employed",Non-Functional
AI02_SRS_DOC.pdf,"4 Blockchain Validators
Validators verify transactions, contributing to blockchain security and integrity",Non-Functional
AI03_SRS_Doc.pdf,"The system shall label the detected debris when analyzing the imagery from satellites
and radars.",Functional
AI03_SRS_Doc.pdf,The system shall identify potential risks of collisions.,Functional
AI03_SRS_Doc.pdf,The admin shall be able to add/ delete/ edit/ view admin profiles.,Functional
AI03_SRS_Doc.pdf,The admin shall be able to add/ delete/ edit/ view user profiles.,Functional
AI03_SRS_Doc.pdf,The system shall read raw data and if they match the specifications of .,Functional
AI03_SRS_Doc.pdf,"The system shall utilize Monte Carlo simulations to estimate collision probability, account-
ing for uncertainties in debris orbit parameters, gravitational drag, and other relevant factors.",Functional
AI03_SRS_Doc.pdf,"The user will be able to monitor the detected debris, tracing the movement of it in space.",Functional
AI03_SRS_Doc.pdf,The admin shall be able to monitor system preformance.,Functional
AI03_SRS_Doc.pdf,"The system shall detect and recognize the difference between stars and debris using
machine learning models or image processing techniques.",Functional
AI03_SRS_Doc.pdf,"The system will contribute to the advancement of space debris management, providing
valuable insights into LEO debris behavior.",Functional
AI03_SRS_Doc.pdf,"The system shall generate alerts or notifications when overlaps are detected, enabling timely
responses and interventions to mitigate potential risks or collisions.",Functional
AI03_SRS_Doc.pdf,The admin shall be able to add/ delete/ edit/ view sensor systems.,Functional
AI03_SRS_Doc.pdf,"The system shall monitor and track the trajectory of identified debris going beyond mere
identification to provide a comprehensive understanding of debris behavior.",Functional
AI03_SRS_Doc.pdf,"The system shall utilize computer vision techniques for space debris identification and clas-
sification.",Functional
AI03_SRS_Doc.pdf,"The system shall address the following:
• The system shall be able to detect space debris by utilizing the capabilities of specialized
satellites and telescopes.",Functional
AI03_SRS_Doc.pdf,The system shall perform risk assessment implementing a warning system.,Functional
AI03_SRS_Doc.pdf,The admin will be allowed to accept new users requests who newly signed-up.,Functional
AI03_SRS_Doc.pdf,"The system will launch
and a form-like page will show, The user should fill the form with the information related to the
data like name, size, source, etc.",Functional
AI03_SRS_Doc.pdf,"The admin will be redi-
rected to homepage for any needed further transactions.",Functional
AI03_SRS_Doc.pdf,"The system shall generate a warning when tracked objects are in the danger of a colli-
sion.",Functional
AI03_SRS_Doc.pdf,The system shall track the debris from the extracted features from the detection.,Functional
AI03_SRS_Doc.pdf,The admin shall respond to user inquiries.,Functional
AI03_SRS_Doc.pdf,The system shall do a conjunction analysis on the tracked objects.,Functional
AI03_SRS_Doc.pdf,The system shall generate reports with all potential risks.,Functional
AI03_SRS_Doc.pdf,"The system shall be able to pre-process the converted images and extracting features
for easy classification.",Functional
AI03_SRS_Doc.pdf,The system shall monitor the trajectory of the debris and keep track of it’s coordinates.,Functional
AI03_SRS_Doc.pdf,"Performance
14
• Response Time: Specify the maximum time for the system to respond to user inputs or
generate predictions",Non-Functional
AI03_SRS_Doc.pdf,"Scalability
• Define how well the system can handle increased data volume or user load, especially
as the amount of space debris data grows",Non-Functional
AI03_SRS_Doc.pdf,"Usability
• Training Requirements: Define the level of expertise or training users should have to
operate the system effectively",Non-Functional
AI03_SRS_Doc.pdf,"Reliability
• Specify error-handling mechanisms and reporting procedures",Non-Functional
AI03_SRS_Doc.pdf,The system,Non-Functional
AI03_SRS_Doc.pdf,"Reliability
• Availability: Specify the required percentage of time that the system must be available
for use",Non-Functional
AI03_SRS_Doc.pdf,"3 Other Constraints as appropriate
• Data Sensitivity and Privacy
• Real-time Processing and Updates
• Scalability
• Integration with Space Surveillance Network (SSN)
• Notification Latency
• Public Access and Outreach
6 Non-functional Requirements
1",Non-Functional
AI03_SRS_Doc.pdf,"Some of the few limitations
can be the size and representative’s of the data sets in hand, the performance metrics cho-
sen for evaluation, and the generic findings to other satellite orbits and prediction scenarios",Non-Functional
AI03_SRS_Doc.pdf,"Compatibility
• Specify compatibility requirements with different operating systems, browsers, or other
relevant software and hardware",Non-Functional
AI03_SRS_Doc.pdf,"Security
• Data Encryption: Specify encryption standards for securing sensitive data during trans-
mission and storage",Non-Functional
AI03_SRS_Doc.pdf,"Maintainability
• Define guidelines and standards for code readability, documentation, and future system
updates",Non-Functional
AI03_SRS_Doc.pdf,"The authors reveal
that their chosen approach outperforms the traditional methods considering accuracy and
computational efficiency and test the performance of the approach using a real data set con-
taining real debris objects and compare it with the traditional methods of OP",Non-Functional
AI03_SRS_Doc.pdf,"The
results reveal that this method has an exquisite performance when estimating and removing
background, and it can detect low SNR space debris with a high detection probability",Non-Functional
AI03_SRS_Doc.pdf,"This machine
learning-based approach leverages the spatial and temporal distribution of tracking arcs to
better OP accuracy and efficiency",Non-Functional
AI04_SRS_Doc.pdf,"The system will use machine learning which provides it with foul detection and gives the
referee the right decision.",Functional
AI04_SRS_Doc.pdf,"The system must offer the three decisions with their percentage
post-conditionIf the two decision were different, this case will be sent to an expert
if not, it would be labeled and sent to the dataset to be reused
Dependency Fn3
Risk None
Table 6: Expert Decision
Tasks Expert Decision
code Fn5
Priority Medium
Critical None
DescriptionThe expert will receive a short video of the players clashing to resolves the conflict in
decisions between the referee’s decision and the system’s highest predicted decision
Input one of the three decisions (Let,No Let,Stroke)
Output A short video of the players clashing with the expert’s decision
Pre-condition A conflict in decision between the referee and the system should be made
post-condition The Output will be sent to the dataset,so that the system can be retrained on it
Dependency Fn4
Risk None
5 Design Constraints
5.",Functional
AI04_SRS_Doc.pdf,The system shall save the chosen decision by the referee with the foul video.,Functional
AI04_SRS_Doc.pdf,"The system shall be simple to use and not complex at all, as it doesn’t require a lot of steps from
the user.",Functional
AI04_SRS_Doc.pdf,"The system will detect the players and ball by computer vision algorithms and track them
with the suitable deep learning techniques.",Functional
AI04_SRS_Doc.pdf,"The system will have a fully automated notification network for both out-ball and double
bounce detection ,and point giving.",Functional
AI04_SRS_Doc.pdf,"The system should have secure authentication mechanisms for users (referees and experts), and the
administrator will create a special permit for them to access the system’s data and features.",Functional
AI04_SRS_Doc.pdf,"The system must have the ability to process and analyze data in real-time to provide instant feed-
back during the game.",Functional
AI04_SRS_Doc.pdf,"The system will enhance the overall refereeing experience and contribute to fair play in the
sport of squash.",Functional
AI04_SRS_Doc.pdf,"The system will have a communication line with the referee to help him make accurate
decisions and learn from him.",Functional
AI04_SRS_Doc.pdf,"6 Reliability
Since the input is a live captured video, the system must maintain at least 99% uptime during
matches",Non-Functional
AI04_SRS_Doc.pdf,"3 Feedback Mechanism
A feedback mechanism is implemented for experts to provide input on the system’s performance
and accuracy",Non-Functional
AI04_SRS_Doc.pdf,"7 Security
The system should have secure authentication mechanisms for users (referees and experts), and the
administrator will create a special permit for them to access the system’s data and features",Non-Functional
AI04_SRS_Doc.pdf,The system,Non-Functional
AI04_SRS_Doc.pdf,6 Reliability,Non-Functional
AI04_SRS_Doc.pdf,7 Security,Non-Functional
AI04_SRS_Doc.pdf,"In the paper entitled V ARS: Video Assistant Referee System for Automated Soccer De-
cision Making from Multiple Views [4] written by Held, Jan and Cioppa, Anthony and
Giancola, Silvio and Hamdi, Abdullah and Ghanem, Bernard and Van Droogenbroeck,
Marc the main goal is to automate the referee decisions based on multi-view video and be
accurate and eliminate human error in order to ensure fairness, the authors collaborated to
solve the problem of refereeing and contributed with their own multi-view data-set named
SoccerNet-MVFouls, making the V AR system using multi-view for classifying and pro-
posed in this paper how different camera can affect the performance of the system",Non-Functional
AI05_SRS_Doc.pdf,"The system will analyze the crime scene evidence like glass, fingerprints, and blood stains.",Functional
AI05_SRS_Doc.pdf,"The system will provide a definition for new expression or complex expression for the user
explanation.",Functional
AI05_SRS_Doc.pdf,The system shall match the fingerprint with the suspects’ ones.,Functional
AI05_SRS_Doc.pdf,"The system should have an intuitive user interface that requires minimal training for investi-
gators, lawyers, and forensic scientists.",Functional
AI05_SRS_Doc.pdf,The system shall profile criminals that are legally proven suspected.,Functional
AI05_SRS_Doc.pdf,The application must have access to an internet connection to use any online features.,Functional
AI05_SRS_Doc.pdf,The system shall recognize the related cases for pattern recognition.,Functional
AI05_SRS_Doc.pdf,The system shall understand the cases with no evidence and make reports for them.,Functional
AI05_SRS_Doc.pdf,The system shall select the appropriate feature for the case.,Functional
AI05_SRS_Doc.pdf,The system shall label the glass in the crime scene with its type.,Functional
AI05_SRS_Doc.pdf,"The system must comply with legal and regulatory standards pertaining to data protection,
privacy laws, and criminal justice information services.",Functional
AI05_SRS_Doc.pdf,The system shall analyze the serial killer input data after proving the evidences.,Functional
AI05_SRS_Doc.pdf,The system should process evidence analysis requests (e.,Functional
AI05_SRS_Doc.pdf,"The system should analyze Autopsy Reports(GR09)
• The system should recognize face sketching (GR10)
• The system should provide an intuitive user interface for better user experience.",Functional
AI05_SRS_Doc.pdf,The system should analyze blood stain and splatter.,Functional
AI05_SRS_Doc.pdf,"The system should provide clear error messages and guidance for corrective actions when
user input is invalid or operations fail.",Functional
AI05_SRS_Doc.pdf,"The system should keep detailed logs of user activities, data access, and changes to ensure
traceability and support audits.",Functional
AI05_SRS_Doc.pdf,"The system should be designed to allow for easy updates and maintenance without significant
downtime.",Functional
AI05_SRS_Doc.pdf,"The system should be scalable to handle increasing amounts of data and users as the organi-
zation grows.",Functional
AI05_SRS_Doc.pdf,"3 Security
• All user data, especially law enforcement and forensic scientists, must be encrypted in transit
and at rest",Non-Functional
AI05_SRS_Doc.pdf,3 Security,Non-Functional
AI05_SRS_Doc.pdf,"(IM01)
• The investigator shall be sign in before entering the security ID",Non-Functional
AI05_SRS_Doc.pdf,The system,Non-Functional
AI05_SRS_Doc.pdf,"Lawyer Module
• The lawyer shall access the system after entering the security id to enter his sec-
tion",Non-Functional
AI05_SRS_Doc.pdf,"[8] This fingerprint dataset serves as a rich resource for biometric analysis,
19
enabling the development and refinement of identification systems crucial for law enforcement and
security applications",Non-Functional
AI05_SRS_Doc.pdf,5 Usability,Non-Functional
AI05_SRS_Doc.pdf,"Investigator module
• The investigator shall access his section in the system after entering the security ID",Non-Functional
AI05_SRS_Doc.pdf,"Forensic Scientist Module
• The forensic scientist shall access the system after entering the security id to enter his
section",Non-Functional
AI05_SRS_Doc.pdf,"5 Usability
• The system should have an intuitive user interface that requires minimal training for investi-
gators, lawyers, and forensic scientists",Non-Functional
AI05_SRS_Doc.pdf,6 Maintainability,Non-Functional
AI05_SRS_Doc.pdf,2 Reliability,Non-Functional
AI05_SRS_Doc.pdf,The application,Non-Functional
AI05_SRS_Doc.pdf,"2 Reliability
• The system must have a high availability, with a target uptime of 99",Non-Functional
AI05_SRS_Doc.pdf,1 Performance,Non-Functional
AI05_SRS_Doc.pdf,"4 Scalability
• The system should be scalable to handle increasing amounts of data and users as the organi-
zation grows",Non-Functional
AI05_SRS_Doc.pdf,"6 Maintainability
• The system should be designed to allow for easy updates and maintenance without significant
downtime",Non-Functional
AI05_SRS_Doc.pdf,4 Scalability,Non-Functional
AI05_SRS_Doc.pdf,"1 Performance
• The system should process evidence analysis requests (e",Non-Functional
AI05_SRS_Doc.pdf,"• The system should support concurrent use by multiple users without significant performance
degradation",Non-Functional
BeAlert_srs_doc.pdf,The system shall be well-refactored so it can be easily updated and expanded.,Functional
BeAlert_srs_doc.pdf,The user shall enter his personal information.,Functional
BeAlert_srs_doc.pdf,"The system must prevent commonly known cyberattacks, such as SQL injection.",Functional
BeAlert_srs_doc.pdf,The system should not face any critical failures while being used.,Functional
BeAlert_srs_doc.pdf,"The system shall provide a smooth, uncomplicated, and clear visualization to facilitate the
process of using the application.",Functional
BeAlert_srs_doc.pdf,The user must have a driving license.,Functional
BeAlert_srs_doc.pdf,The user shall be able to edit his profile.,Functional
BeAlert_srs_doc.pdf,"The system shall be able to perform machine learning and deep learning techniques on the
acquired brain signals.",Functional
BeAlert_srs_doc.pdf,The system shall acquire the brain signals using a brain sensor.,Functional
BeAlert_srs_doc.pdf,"The system shall contact the authorities that are responsible for the roads and provide the
car’s location if the driver is totally drowsy.",Functional
BeAlert_srs_doc.pdf,The user must be able to access the system 99 percent of the time without failure.,Functional
BeAlert_srs_doc.pdf,"The system will deal with a mobile application that will alert the user while driving if he gets
drowsy by getting signals from the EEG headset.",Functional
BeAlert_srs_doc.pdf,"The user can depend on the system, as the mobile application will be running on an online
server.",Functional
BeAlert_srs_doc.pdf,The user shall be able to view the history of his trips.,Functional
BeAlert_srs_doc.pdf,"The system should notify the driver if he becomes drowsy on the same day in different
weeks, so he can rest the day before.",Functional
BeAlert_srs_doc.pdf,The system shall be connected to the Internet.,Functional
BeAlert_srs_doc.pdf,"The system shall alert the driver using audio-visual feedback according to the driver’s drowsi-
ness level.",Functional
BeAlert_srs_doc.pdf,The user shall view the number of days he has been drowsy while driving.,Functional
BeAlert_srs_doc.pdf,The system should give the user a simple description of how to use the mobile application.,Functional
BeAlert_srs_doc.pdf,The user shall be able to log out.,Functional
BeAlert_srs_doc.pdf,The system must validate the user’s data and prevent the types of data that may cause errors.,Functional
BeAlert_srs_doc.pdf,"The system must guarantee the integrity of the user data by requiring that each user only
have access to his own data.",Functional
BeAlert_srs_doc.pdf,"The user shall view a statistical graph showing non-attentive driving days in this week or
month.",Functional
BeAlert_srs_doc.pdf,The user shall enter vehicle information.,Functional
BeAlert_srs_doc.pdf,The user must have basic knowledge of how to use a mobile device.,Functional
BeAlert_srs_doc.pdf,"The application will alert the driver if he becomes drowsy using visual and audio
alerts.",Functional
BeAlert_srs_doc.pdf,The user shall view a statistical graph showing non-attentive driving time for each trip.,Functional
BeAlert_srs_doc.pdf,The user shall be able to Sign Up and Login.,Functional
BeAlert_srs_doc.pdf,The system will be down for a maximum of six hours each month for maintenance.,Functional
BeAlert_srs_doc.pdf,2 Reliability,Non-Functional
BeAlert_srs_doc.pdf,The system,Non-Functional
BeAlert_srs_doc.pdf,"3 Security
• To ensure the user’s privacy, the system will encrypt all the user’s critical data, such as
passwords, license plates, and national IDs",Non-Functional
BeAlert_srs_doc.pdf,"4 Maintainability
• The system shall be well-refactored so it can be easily updated and expanded",Non-Functional
BeAlert_srs_doc.pdf,1 Availability,Non-Functional
BeAlert_srs_doc.pdf,4 Maintainability,Non-Functional
BeAlert_srs_doc.pdf,"1 Availability
• The user must be able to access the system 99 percent of the time without failure",Non-Functional
BeAlert_srs_doc.pdf,5 Usability,Non-Functional
